reviewContent,sentiment,corpus
Sangat kecewaaaaa... Packing nya tidak rapi sehingga pesanan saya pecah,negatif,kecewa packing nya rapi pesan pecah
the tablet is broken,negatif,the tablet is broken
Tablet pecah.. Packing jelek..,negatif,tablet pecah packing jelek
barangnya sudah sampai tapi tak bisa di pakai kacanya pecah tak bisa hidup,negatif,barang pakai kaca pecah hidup
"Barang sampe tadi sore,pas di buka LCD nya sudah pecah😢😢😢",negatif,barang sorepas buka lcd nya pecah
"Ini hp ko retak gini sih, kecewa banget pokoknya dah nunggunya lama pas datang liat kondisi hp retak gtu. Saya bli tuh hp buat anak saya yg lgi disunat krna dia mnta hp kl disunatin tpi nyatanya tuh hp pas dtng dlm keadaan retak gtu layarnya.. sya mau balikin tuh hp tpi gmna caranya saya ga ngerti..",negatif,handphone retak sih kecewa banget pokok nunggunya pas lihat kondisi handphone retak beli handphone anak sunat handphone disunatin nyata handphone pas retak layar handphone erti
barang saya trima dan di charger tidak bisa nyala. mau mengembalikan caranya bagaimana..???? kasihan anak saya.. uang hasil nabung belrbulan-bulan...,negatif,barang terima charger nyala kasihan anak uang hasil tabung belrbulanbulan
barang lama sampainya ..udah sampai  layar tidak bisa disentuh ...,negatif,barang layar sentuh
"parah,,,barang dak bisa pake, sy retur kembalikan",negatif,parahbarang dak pakai retur
Barang telah diterima tapi barang nya Rusak layar nya pecah Dan tidak bisa digunakan !! pengembalian barang nya bagaimana caranya Dan untuk penggantian barang nya bagaimana ?? saya sudah kirim kembali lewat JNE bayar sendiri karena awalnya saya sudah ngetag J&T tp menolak pengiriman return ke lazada..... Dan itu tidak bisa di ubah untuk penggantian kurir nya... PARAH!!!,negatif,barang terima barang nya rusak layar nya pecah barang nya ganti barang nya kirim jne bayar tanda juta tolak kirim return lazada ubah ganti kurir nya parah
"Kok Pecah.... ndak bs d pake lagi,terus saya harus gimana ????  Saya harus kembalikan dmn....& bagaimana caranya...?? tolong penjelasan nya...",negatif,pecah pakai lagiterus nya
tab udh nympk tp layarny pecah ini gmn? cara balikinny gmna,negatif,tab nympk layarny pecah balikinny
barang bagus tapi lemot layar nya pecah ...bisa tukar nggak,negatif,barang bagus lot layar nya pecah tukar
"Murah, tapi teknologi lama, meski RAM 4GB dan ROM 64GB masih terasa sangat lambat. gsm masih 3G. untung hanya utk baca dokumen jd tdk terlalu terpengaruh spek yg rendah.",negatif,murah teknologi ram 4gb rom 64gb asa lambat global system for mobile 3g untung baca dokumen pengaruh spesifikasi rendah
Tablet ny rusak nggak bisa d pakai... Pengiriman juga lama... Kecewa banget.... Ap bisa return....???,negatif,tablet nya rusak pakai kirim kecewa banget return
barang ga bisa hidup sy coba dicass panas mohon lazada seller yg ga berkualitas spt ini pecat aja,negatif,barang hidup coba dicass panas mohon lazada seller kualitas surat pemberitahuan pecat
Barang rusak (retak) dan tidak berfungsi normal,negatif,barang rusak retak fungsi normal
Saya mau mengembalikan tablet ini..tablet ini bekas pake dan udah rusak tolong di bantu min😠,negatif,tablet initablet bekas pakai rusak bantu min
cracked lcd. can't be used,negatif,cracked lcd cant be used
"suwe juga nih lazada ga fair, saya sudah ketik panjang ulasannya, malah ga ditampilkan atau dihapus. intinya saya cukup kecewa dengan tabletnya, layarnya jauh dari kata sensitif, mesti di tekan keras itupun masih kadang ga menanggapi layarnya, masih sensitifan layar atm. dan yg paling bikin kesel, sering hank juga. intinya cuma buang buang uang saja. awas ya lazada kalau dihapus lagi komennya. 😒",negatif,suwe nih lazada fair ketik ulas tampil hapus inti kecewa tablet layar sensitif mesti tekan keras kadang tanggap layar sensitif layar atm bikin kesal hank inti buang buang uang awas lazada hapus komennya
"ternyata tidak bisa download whatsapp, video jelek...",negatif,nyata unduh whatsapp video jelek
Pengiriman paket laptop tanpa pelindung kayu sangat berbahaya krn khawatir dlm perjalanan ada goncangan atau terjatuh atau dlm tumpukan barang yg berlebih.,negatif,kirim paket laptop lindung kayu bahaya khawatir jalan goncangan jatuh tumpu barang
"gak ada office produk keynya. jdnya trial, ak kira ada.",negatif,office produk keynya trial
Barang sdh diterima cacat bnyak goresan.. Minta dituker,negatif,barang terima cacat gores dituker
"hari ini saya terima barang. barang yang di jual sangat parah. baru di nyalakan 5 menit panas nya sudah kayak microwave,  padahal dah ada kipas leptop. Dan sudah lemot.",negatif,terima barang barang jual parah nyala 5 menit panas nya kayak microwave kipas leptop lot
tidak sesuai deskripsi barang,negatif,sesuai deskripsi barang
"sangat mngcewakan, karna produk yang aku terima bukan produk trsbut, barang sudah aku kmbalikan, tapi knp pnmbalian dana gak d proses smpe saat ini, tolong jangan sampe mncoreng nama baik toko anda/lazada, mohon untuk sgra di tindak lanjuti",negatif,mngcewakan produk terima produk trsbut barang kmbalikan pnmbalian dana proses mncoreng nama toko andalazada mohon tindak
"Jgn Ada yg Beli Tablet ini , Barangnya Tak Bagusss....",negatif,beli tablet barang bagus
Ini saya coba gk hidup sama sekali yah... Posisisi saya cas juga gk ada nyala batrey... Saya on offin jg gk ada nyala.... Tolong penjelasannya kunci tidak bisa dibuka,negatif,coba hidup posisisi cas nyala batrey on offin nyala kunci buka
"Sangat kcewa, barang rusak di kirim payah Saya ingin mengembalikan barang yang saya pesan & meminta uangnya kembali",negatif,kecewa barang rusak kirim payah barang pesan uang
layar tidak berfungsi,negatif,layar fungsi
Barang bagus pengiriman lama,negatif,barang bagus kirim
produk microsoft office tidak sesuai karna tidak disertakan key produk,negatif,produk microsoft office sesuai oke produk
Ini kunci produk Microsoft nya dimana ya? Gabisa dipakai tanpa itu,negatif,kunci produk microsoft nya pakai
"Saya suka produknya, tapi produk yg saya terima cacat. Sudah complain lewat chat, tapi pihak Acer nya acuh & bertele-tele perihal kecacatan produk yang saya terima. Maksud hati ingin mengganti barang tapi terpaksa refund dana karena seller Acer nya tidak peduli dengan customer. Mau cacat atau tidak pokoknya terima saja. Untunglah pihak Lazada mau mengembalikan dana saya, terima kasih Lazada atas perlindungan customer nya....",negatif,suka produk produk terima cacat complain chat acer nya acuh berteletele perihal cacat produk terima maksud hati ganti barang paksa refund dana seller acer nya peduli customer cacat pokok terima untung lazada dana terima kasih lazada lindung customer nya
"paket sudah saya terima, tetapi sayang sekali ini bukan netbook tidak ada windowsnya, baik windows 10,8,7 dll. saya kecewa sekali. ini kayak android dan lagian warna yang saya pesan warna hitam, yang  dikirim mok warna pink.bagaimana ini lazada saya mau kembalikan.",negatif,paket terima sayang netbook windowsnya windows 1087 kecewa kayak android warna pesan warna hitam kirim mok warna pinkbagaimana lazada
"katanya free instal eh pas dah pakek 3 hari baru nampak kalo windows instal versi trial (ngak permanen) kecewa aku belanja disini,aku harus ngeluarin uang lagi buat instal windwos nya .",negatif,free instal eh pas pakai 3 windows instal versi trial permanen kecewa belanja sia uang instal windwos nya
"Hardisk Rusak, tidak bisa install Windows . Laptop sy kembalikan",negatif,hardisk rusak install windows laptop
"laptop nya blank, gimana ini?",negatif,laptop nya blank
Batre nya kok cepet habis? Jika sambil di charge nyterum? pemasangan nya gak rapi ya? Belum saya cek semua semoga kagak lemod,negatif,baterai nya cepat habis charge nyterum pasang nya rapi cek moga lemod
Kenapa ada garis di laptop nya? Kita minta diganti dengan prodoct yang baru ya,negatif,garis laptop nya ganti prodoct
Cargernya 65w.. ada peringatan f1 carger 65 harusnya 90w di carger gak penuh penuh,negatif,cargernya 65w f1 carger 65 90w carger penuh penuh
"Kecewa.. Battery Pecah, Wifi Error Device (Padahal Sudah Install Ulang Driver)",negatif,kecewa battery pecah wifi error device install ulang driver
"kecewa & mengecewakan... barang tidak bisa digunakan, keaslian diragukan & gk ada respon.",negatif,kecewa kecewa barang asli ragu respon
tolong dong gimna caranya,negatif,
BARANG TIDAK SESUAI,negatif,barang sesuai
"katanya laptop gaming tapi lrmotnya minta ampunn baru dikasih play musik aja dah eror, kursor ilang n eror jd bangke tuh laptop gabisa dipake",negatif,laptop gaming lrmotnya ampun kasih play musik eror kursor hilang eror bangkai laptop pakai
laptop nya sdh sampai. begitu dites cas tidak connect dengan laptop. sy sangat kecewa.. tidak bisakah casnya di ganti.? terima kasih,negatif,laptop nya tes cas connect laptop kecewa cas ganti terima kasih
baru dipakai 2x batrei drop dan speaker rebek,negatif,pakai kali batrei drop speaker rebek
kecewa ram nya cuma 28gb,negatif,kecewa ram nya 28gb
Barang nya tidak sesuai ya Kecewa bangeet,negatif,barang nya sesuai kecewa banget
"netbook nya ga buat bisa diinstal aplikasi apapun , aneh barang rongsokan kali yg dikirim",negatif,netbook nya diinstal aplikasi aneh barang rongsok kali kirim
"Tidak ready dipake, harus di install dan hanya dgn win 10, gak recomended",negatif,ready pakai install menang 10 recomended
"Diterima laptopnya dari lazada,, saya mau nanya nih admin.. itu pertanda putih itu dilaptop kenapa ya?sepertinya kayak ada yang pegang.. mudah""an laptop ini awet..",negatif,terima laptop lazada nih admin tanda putih laptop yasepertinya kayak pegang mudah laptop awet
Produk sudah sampai. Tapi LCD udah deadpixel padahal baru hari ini dibuka dari kotaknya. gak yakin masalah dari kurir klo kotaknya aja gk ada kerusakan,negatif,produk lcd deadpixel buka kotak kurir kotak rusa
unit tidak sesuai ama dus unit...atau kartu garansi tidak sama dgn unitnya..gimana nanti klaim garansi ..?mohon dikonfirmasi,negatif,unit sesuai dus unitatau kartu garansi unitnyagimana klaim garansi mohon konfirmasi
barang bagus tapi tidak sesuai dengan yg di gambai gak ada tempat kasetnya,negatif,barang bagus sesuai gambai kaset
"sangatt kecewa.. udah pengiriman lama, biasanya ngirim 3 hari sampai..ini 6 hari baru nyampai.. pas udah nyampai, eh dihidupin layarnya malah rusak sampai hitam layarnya padahal laptop baru..",negatif,sangatt kecewa kirim kirim 3 sampaiini 6 nyampai pas nyampai eh dihidupin layar rusak hitam layar laptop
"unit kelihatannya baru tapi saat pertengahan pakai, mouse tdk bisa bergerak,layar menyala tapi tdk bisa di operasionalkan, saya coba batrai di copot baru mau nyala kembali dan info display batrai masih 1 jam tapi mendadak mati...",negatif,unit lihat pakai tikus bergeraklayar nyala operasional coba batrai copot nyala info display batrai 1 jam dadak mati
"Awal saya menerima barang dan mencobanya (Senin, 5 Agustus 2019), laptop terkena masalah di kipas, masalahnya persis seperti di salah satu thread forum MSI (saya ga bisa mengirim url di ulasan). Saya langsung menanyakan ini ke seller dan official page-nya MSI langsung. 5 hari berlalu dan TIDAK ADA JAWABAN SAMA SEKALI. Ini kali pertama saya diperlakukan ""sebaik"" ini oleh seller. Jangan salah paham, laptop MSI bagus kok, mungkin lebih bagus dari produk yang lain dengan harga yang sama. Jika Anda ingin membeli, silahkan saja. Tapi jika ada masalah di laptop seperti yang saya alami... semoga beruntung :).",negatif,terima barang coba senin 5 agustus 2019 laptop kena kipas persis salah thread forum kirim uniform resource locator ulas langsung seller official pagenya langsung 5 kali laku seller salah paham laptop bagus bagus produk harga beli sila laptop alami moga untung
Mohon maaf ini saya mau complain kemana ya? Kok mau kirim pesan ke toko susah bgt dicari gak ada di aplikasi nya,negatif,mohon maaf complain kirim pesan toko susah banget cari aplikasi nya
"suee, ternyata netbook mainan anak2 ,beli mahal2 lg",negatif,nyata netbook main anak anak beli mahal mahal
"Kemaren  sy udah kasih bintang 5.  Stlah sy coba pake 2 hari laptopnya uda berat/lelet, hr ini sy mau coba instl officenya dak bisa krn udah lelet duluan, dak bs nyelesaikan smpai sore dak slsai2 pasang office.  Mhn solusi dari seller......?",negatif,kemarin kasih bintang 5 coba pakai 2 laptop beratlelet coba instl officenya dak lelet dak nyelesaikan sore dak slsai2 pasang office mhn solusi seller
"KEYBOARD & MOTHERBOARD BERMASALAH.  BENAR"" PRODUK HANCUR. SEHARUSNYA PRODUK SPT INI TDK DIJUAL, APALAGI INI BUKAN HARGA MURAH. SANGAT MENGECEWAKAN SEKALI!!!",negatif,keyboard motherboard produk hancur produk surat pemberitahuan jual harga murah kecewa
Ini new segel atau seconds ya?,negatif,new segel seconds
"Barang bekas atau cacat dijual, keyboard keliatan hbs dicat, tombol spasi penyok yg satu yda susah ditekan, body lecet",negatif,barang bekas cacat jual keyboard lihat habis cat tombol spasi penyok yda susah tekan body lecet
"Barang Datang Tepat Waktu, Tapi Gak Bisa Di Charge . Bagaimana Solusinya Ini? Mohon Pertanggung Jawabannya..",negatif,barang charge solusi mohon tanggung
lumayan tapi sayang lemoot dan belum download aplikasi batrenya cepet habis,negatif,lumayan sayang lemoot unduh aplikasi batrenya cepat habis
barang uda sampai tapi tombol keyboard nya tidak berfungsi semua saya mau return aja,negatif,barang tombol keyboard nya fungsi return
Barang nya ko cacad gan bisa di kembalikn gak,negatif,barang nya cacat juragan kembalikn
I can't login to activated this netbook because need password. I need help for this problem 😭😭😭,negatif,i cant login to activated this netbook need password i need help for this problem
Sangat mengecewakan. 2 kali menanyakan apakah termasuk stylus dan dijawab iya tetapi tidak dikirimkan dan dikonfirmasi tidak diberikan. Warna awal di deskripsi adalah silver tetapi yg dikirimkan adalah putih Saya tidak akan beli product ini bila dari awal diinfokan tidak diberikan,negatif,kecewa 2 kali masuk stylus iya kirim konfirmasi warna deskripsi silver kirim putih beli produk info
"kalau belum siap jual, nggak usah pajang barang di etalase, bikin ribet, pesanan 4 hari tdk di proses, trus di tolak, payah",negatif,jual pajang barang etalase bikin ribet pesan 4 proses tolak payah
"Ntah penjual atau memang toshiba nya yang kualitasnya jelek. Pertama buka, kesannya rapuh banget ni barang. Mulai dihidupkan, tombol powernya nga rata dan kesannya ga bagus banget. Layar OK, touch screen OK. Suara agak gember, nga enak di denger. Yang paling bikin kecewa, touchpad nya. Kayak touchpad rusak. Patah-patah. Susah digerakin. Mungkin bisa dikonfirmasi baik oleh penjual atau pihak lazada sendiri, ini memang produknya seperti ini atau cacat barang. Terima kasih.",negatif,jual toshiba nya kualitas jelek buka kesan rapuh banget nih barang hidup tombol powernya kesan bagus banget layar oke touch screen oke suara gember enak dengar bikin kecewa touchpad nya kayak touchpad rusak patahpatah susah digerakin konfirmasi jual lazada produk cacat barang terima kasih
Harga kurang memuaskan,negatif,harga muas
baru 10 bulan layarnya dah bergaris,negatif,10 layar gar
"Mau tanya ini cicilnya pake apa ya,cc bkn?",negatif,cicil pakai yacc
Pengirim barang tidak sesuai janji. Katanya express 1 hari. Dari hari jumat barang sampai hari rabu. SeMoga barangnya awet saja.,negatif,kirim barang sesuai janji express 1 jumat barang rabu moga barang awet
"Bagaimana tv LED saya merek Sharp 24 hitam LC 24LE170i sekarang mati total baru 2 bln kemana saya harus menghubungi dan meminta bantuan mohon kebijakan dan solusinya ,, so,alnya masih garansi kepada pihak lazada saya mohon bantuannya terimakasih!!!",negatif,televisi led merek sharp 24 hitam lc 24le170i mati total 2 hubung bantu mohon bijak solusi garansi lazada mohon bantu terima kasih
